Totales Territoriales	Comunidades y Ciudades Autónomas	Provincias	Viajeros y pernoctaciones	Residencia: Nivel 1	Residencia: Nivel 2	Periodo	Total
Total Nacional	07 Castilla y León		Viajero	Total	Residentes en el Extranjero	2025M06	141.556
Total Nacional	07 Castilla y León		Viajero	Total	Residentes en el Extranjero	2025M05	171.351
Total Nacional	07 Castilla y León		Viajero	Total	Residentes en el Extranjero	2025M04	125.238
Total Nacional	07 Castilla y León		Viajero	Total	Residentes en el Extranjero	2025M03	72.060
Total Nacional	07 Castilla y León		Viajero	Total	Residentes en el Extranjero	2025M02	50.230
Total Nacional	07 Castilla y León		Viajero	Total	Residentes en el Extranjero	2025M01	54.617
Total Nacional	07 Castilla y León		Pernoctaciones	Total		2025M07	893.630
Total Nacional	07 Castilla y León		Pernoctaciones	Total		2025M06	802.224
Total Nacional	07 Castilla y León		Pernoctaciones	Total		2025M05	853.669
Total Nacional	07 Castilla y León		Pernoctaciones	Total		2025M04	788.824
Total Nacional	07 Castilla y León		Pernoctaciones	Total		2025M03	607.753
Total Nacional	07 Castilla y León		Pernoctaciones	Total		2025M02	493.112
Total Nacional	07 Castilla y León		Pernoctaciones	Total		2025M01	438.235
Total Nacional	07 Castilla y León		Pernoctaciones	Total	Residentes en España	2025M07	641.466
Total Nacional	07 Castilla y León		Pernoctaciones	Total	Residentes en España	2025M06	591.113
Total Nacional	07 Castilla y León		Pernoctaciones	Total	Residentes en España	2025M05	610.399
Total Nacional	07 Castilla y León		Pernoctaciones	Total	Residentes en España	2025M04	605.755
Total Nacional	07 Castilla y León		Pernoctaciones	Total	Residentes en España	2025M03	487.788
Total Nacional	07 Castilla y León		Pernoctaciones	Total	Residentes en España	2025M02	406.839
Total Nacional	07 Castilla y León		Pernoctaciones	Total	Residentes en España	2025M01	348.021
Total Nacional	07 Castilla y León		Pernoctaciones	Total	Residentes en el Extranjero	2025M07	252.164
Total Nacional	07 Castilla y León		Pernoctaciones	Total	Residentes en el Extranjero	2025M06	211.112
Total Nacional	07 Castilla y León		Pernoctaciones	Total	Residentes en el Extranjero	2025M05	243.271
Total Nacional	07 Castilla y León		Pernoctaciones	Total	Residentes en el Extranjero	2025M04	183.068
Total Nacional	07 Castilla y León		Pernoctaciones	Total	Residentes en el Extranjero	2025M03	119.966
Total Nacional	07 Castilla y León		Pernoctaciones	Total	Residentes en el Extranjero	2025M02	86.273
Total Nacional	07 Castilla y León		Pernoctaciones	Total	Residentes en el Extranjero	2025M01	90.214
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total		2025M07	36.010
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total		2025M06	37.020
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total		2025M05	40.270
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total		2025M04	33.965
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total		2025M03	24.379
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total		2025M02	24.877
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total		2025M01	18.557
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total	Residentes en España	2025M07	31.646
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total	Residentes en España	2025M06	31.098
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total	Residentes en España	2025M05	30.831
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total	Residentes en España	2025M04	26.086
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total	Residentes en España	2025M03	21.026
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total	Residentes en España	2025M02	22.695
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total	Residentes en España	2025M01	16.293
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total	Residentes en el Extranjero	2025M07	4.363
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total	Residentes en el Extranjero	2025M06	5.922
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total	Residentes en el Extranjero	2025M05	9.439
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total	Residentes en el Extranjero	2025M04	7.878
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total	Residentes en el Extranjero	2025M03	3.353
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total	Residentes en el Extranjero	2025M02	2.183
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total	Residentes en el Extranjero	2025M01	2.264
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total		2025M07	61.573
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total		2025M06	58.230
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total		2025M05	63.672
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total		2025M04	55.209
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total		2025M03	38.392
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total		2025M02	37.025
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total		2025M01	29.226
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total	Residentes en España	2025M07	53.587
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total	Residentes en España	2025M06	47.062
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total	Residentes en España	2025M05	48.908
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total	Residentes en España	2025M04	43.553
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total	Residentes en España	2025M03	33.080
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total	Residentes en España	2025M02	32.110
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total	Residentes en España	2025M01	25.516
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total	Residentes en el Extranjero	2025M07	7.987
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total	Residentes en el Extranjero	2025M06	11.168
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total	Residentes en el Extranjero	2025M05	14.764
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total	Residentes en el Extranjero	2025M04	11.656
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total	Residentes en el Extranjero	2025M03	5.313
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total	Residentes en el Extranjero	2025M02	4.915
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total	Residentes en el Extranjero	2025M01	3.710
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total		2025M07	101.445
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total		2025M06	90.615
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total		2025M05	99.047
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total		2025M04	85.626
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total		2025M03	65.329
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total		2025M02	51.062
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total		2025M01	49.167
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total	Residentes en España	2025M07	50.921
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total	Residentes en España	2025M06	55.413
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total	Residentes en España	2025M05	54.340
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total	Residentes en España	2025M04	53.112
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total	Residentes en España	2025M03	48.278
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total	Residentes en España	2025M02	38.286
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total	Residentes en España	2025M01	33.718
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total	Residentes en el Extranjero	2025M07	50.524
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total	Residentes en el Extranjero	2025M06	35.202
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total	Residentes en el Extranjero	2025M05	44.707
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total	Residentes en el Extranjero	2025M04	32.514
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total	Residentes en el Extranjero	2025M03	17.051
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total	Residentes en el Extranjero	2025M02	12.776
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total	Residentes en el Extranjero	2025M01	15.449
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total		2025M07	163.413
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total		2025M06	132.038
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total		2025M05	145.725
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total		2025M04	128.725
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total		2025M03	99.988
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total		2025M02	75.788
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total		2025M01	73.599
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total	Residentes en España	2025M07	78.382
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total	Residentes en España	2025M06	85.758
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total	Residentes en España	2025M05	89.241
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total	Residentes en España	2025M04	86.873
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total	Residentes en España	2025M03	76.678
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total	Residentes en España	2025M02	59.393
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total	Residentes en España	2025M01	52.654
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total	Residentes en el Extranjero	2025M07	85.031
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total	Residentes en el Extranjero	2025M06	46.280
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total	Residentes en el Extranjero	2025M05	56.484
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total	Residentes en el Extranjero	2025M04	41.852
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total	Residentes en el Extranjero	2025M03	23.310
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total	Residentes en el Extranjero	2025M02	16.395
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total	Residentes en el Extranjero	2025M01	20.946
Total Nacional	07 Castilla y León	24 León	Viajero	Total		2025M07	95.255
Total Nacional	07 Castilla y León	24 León	Viajero	Total		2025M06	97.972
Total Nacional	07 Castilla y León	24 León	Viajero	Total		2025M05	96.811
Total Nacional	07 Castilla y León	24 León	Viajero	Total		2025M04	78.736
Total Nacional	07 Castilla y León	24 León	Viajero	Total		2025M03	56.983
Total Nacional	07 Castilla y León	24 León	Viajero	Total		2025M02	44.919
Total Nacional	07 Castilla y León	24 León	Viajero	Total		2025M01	34.214
Total Nacional	07 Castilla y León	24 León	Viajero	Total	Residentes en España	2025M07	74.925
Total Nacional	07 Castilla y León	24 León	Viajero	Total	Residentes en España	2025M06	68.196
Total Nacional	07 Castilla y León	24 León	Viajero	Total	Residentes en España	2025M05	59.420
Total Nacional	07 Castilla y León	24 León	Viajero	Total	Residentes en España	2025M04	60.280
Total Nacional	07 Castilla y León	24 León	Viajero	Total	Residentes en España	2025M03	49.532
Total Nacional	07 Castilla y León	24 León	Viajero	Total	Residentes en España	2025M02	40.391
Total Nacional	07 Castilla y León	24 León	Viajero	Total	Residentes en España	2025M01	30.291
Total Nacional	07 Castilla y León	24 León	Viajero	Total	Residentes en el Extranjero	2025M07	20.330
Total Nacional	07 Castilla y León	24 León	Viajero	Total	Residentes en el Extranjero	2025M06	29.776
Total Nacional	07 Castilla y León	24 León	Viajero	Total	Residentes en el Extranjero	2025M05	37.391
Total Nacional	07 Castilla y León	24 León	Viajero	Total	Residentes en el Extranjero	2025M04	18.456
Total Nacional	07 Castilla y León	24 León	Viajero	Total	Residentes en el Extranjero	2025M03	7.451
Total Nacional	07 Castilla y León	24 León	Viajero	Total	Residentes en el Extranjero	2025M02	4.528
Total Nacional	07 Castilla y León	24 León	Viajero	Total	Residentes en el Extranjero	2025M01	3.923
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total		2025M07	149.710
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total		2025M06	141.209
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total		2025M05	147.201
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total		2025M04	123.621
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total		2025M03	90.505
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total		2025M02	72.191
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total		2025M01	57.805
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total	Residentes en España	2025M07	121.282
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total	Residentes en España	2025M06	101.178
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total	Residentes en España	2025M05	99.161
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total	Residentes en España	2025M04	98.520
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total	Residentes en España	2025M03	77.903
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total	Residentes en España	2025M02	63.941
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total	Residentes en España	2025M01	50.590
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total	Residentes en el Extranjero	2025M07	28.427
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total	Residentes en el Extranjero	2025M06	40.030
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total	Residentes en el Extranjero	2025M05	48.040
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total	Residentes en el Extranjero	2025M04	25.101
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total	Residentes en el Extranjero	2025M03	12.602
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total	Residentes en el Extranjero	2025M02	8.250
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total	Residentes en el Extranjero	2025M01	7.215
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total		2025M07	24.548
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total		2025M06	24.725
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total		2025M05	24.670
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total		2025M04	17.817
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total		2025M03	13.200
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total		2025M02	10.544
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total		2025M01	11.855
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total	Residentes en España	2025M07	18.657
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total	Residentes en España	2025M06	17.942
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total	Residentes en España	2025M05	17.539
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total	Residentes en España	2025M04	15.435
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total	Residentes en España	2025M03	11.105
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total	Residentes en España	2025M02	9.000
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total	Residentes en España	2025M01	10.217
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total	Residentes en el Extranjero	2025M07	5.891
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total	Residentes en el Extranjero	2025M06	6.782
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total	Residentes en el Extranjero	2025M05	7.132
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total	Residentes en el Extranjero	2025M04	2.381
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total	Residentes en el Extranjero	2025M03	2.095
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total	Residentes en el Extranjero	2025M02	1.544
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total	Residentes en el Extranjero	2025M01	1.637
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total		2025M07	46.609
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total		2025M06	41.665
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total		2025M05	44.941
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total		2025M04	39.198
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total		2025M03	27.777
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total		2025M02	24.200
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total		2025M01	20.806
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total	Residentes en España	2025M07	37.510
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total	Residentes en España	2025M06	32.207
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total	Residentes en España	2025M05	35.734
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total	Residentes en España	2025M04	35.519
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total	Residentes en España	2025M03	24.358
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total	Residentes en España	2025M02	20.580
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total	Residentes en España	2025M01	18.112
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total	Residentes en el Extranjero	2025M07	9.099
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total	Residentes en el Extranjero	2025M06	9.459
